neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
Rockdale,-33.930399124393,151.149041491949,Private room,2,1,0.28,25,71
Blacktown,-33.7626916695677,150.843324462457,Private room,1,0,,178,75
Sydney,-33.8871281783474,151.208785180841,Private room,2,2,2,66,90
Sutherland Shire,-34.0657310237557,151.155283171688,Private room,2,0,,157,161
Sydney,-33.8793464592294,151.21784524587,Entire home/apt,2,0,,45,350
Marrickville,-33.8962865524039,151.172345537078,Entire home/apt,2,3,0.95,0,118
Sydney,-33.8914195051099,151.211773614612,Entire home/apt,5,0,,364,300
Sydney,-33.8851050920913,151.198828537563,Entire home/apt,1,16,2.74,66,150
Sydney,-33.898029507951,151.179041134253,Private room,1,1,0.16,0,46
Sydney,-33.8862356035454,151.206756390403,Private room,4,15,2.45,17,80
Strathfield,-33.8624646592405,151.081306554004,Entire home/apt,2,26,4.36,105,90
Sydney,-33.8787357326356,151.210390693959,Private room,1,0,,348,159
Sydney,-33.8719920053066,151.223453718383,Entire home/apt,2,9,1.49,48,108
Sutherland Shire,-34.0134085852663,151.06230691225,Entire home/apt,2,34,5.6,139,73
Randwick,-33.912932340931,151.249092565499,Entire home/apt,10,0,,0,215
Blacktown,-33.7408595373399,150.834769435246,Private room,1,26,4.67,361,104
Sydney,-33.8809705565651,151.176091306514,Entire home/apt,2,13,2.23,122,120
Sydney,-33.8928054847475,151.230417649131,Entire home/apt,3,0,,54,125
Waverley,-33.8990741326524,151.271201926585,Entire home/apt,3,5,1.19,108,220
Sydney,-33.8961847069122,151.19816729344,Private room,3,1,0.17,0,72
Randwick,-33.9049826099262,151.250580440795,Entire home/apt,10,1,,221,120
Botany Bay,-33.9383400675399,151.229044210399,Private room,1,0,,264,65
Sydney,-33.8671616740764,151.2237932749,Entire home/apt,30,0,,0,199
North Sydney,-33.8209925307996,151.219014207421,Entire home/apt,1,3,0.52,0,136
Sydney,-33.8907595597216,151.201601917682,Private room,1,4,0.73,1,80
Sydney,-33.8782614260496,151.209667177909,Private room,1,0,,352,169
Waverley,-33.906250362498,151.264736917725,Entire home/apt,2,1,0.16,1,120
Sydney,-33.8795346092571,151.208756970969,Private room,1,2,2,362,179
Woollahra,-33.8837008192074,151.229392945482,Entire home/apt,1,2,0.86,231,155
Sydney,-33.8802719338594,151.208273184587,Private room,1,0,,364,199
Sydney,-33.8801034344678,151.208390309476,Private room,1,0,,359,219
Woollahra,-33.8814319483725,151.254529180002,Entire home/apt,5,0,,207,2600
Randwick,-33.9213252843545,151.252552120111,Entire home/apt,3,2,0.39,12,125
Sydney,-33.8904740214258,151.199236731471,Private room,3,1,0.2,304,69
Woollahra,-33.8613611137508,151.275131493931,Private room,1,1,0.41,174,58
Sydney,-33.8598791374943,151.202787749161,Private room,1,16,2.65,48,75
Campbelltown,-34.0882362411528,150.788317478775,Private room,5,2,0.61,365,37
Campbelltown,-34.0894981728475,150.787074637463,Private room,5,8,1.86,170,37
Warringah,-33.7741156657379,151.284201297123,Entire home/apt,5,4,0.82,82,100
Canada Bay,-33.8410876483468,151.109488781527,Entire home/apt,2,1,0.16,0,80
Randwick,-33.9119685819209,151.253673260381,Entire home/apt,4,2,0.39,16,125
Sydney,-33.8894783180604,151.211802363237,Private room,1,28,4.67,148,115
Waverley,-33.8957916956032,151.270948655171,Private room,7,0,,0,60
Sydney,-33.9059935342839,151.202788457695,Entire home/apt,3,2,0.78,80,130
Waverley,-33.8910193186838,151.277599802551,Private room,2,1,0.77,34,89
Woollahra,-33.8882770475479,151.258881142344,Shared room,7,0,,0,30
Sydney,-33.891059062905,151.212104461546,Private room,1,26,4.33,170,120
North Sydney,-33.8256003488301,151.209285396428,Entire home/apt,3,6,1.02,71,195
Sydney,-33.8757556057425,151.208934071141,Private room,3,1,0.25,6,75
Sydney,-33.913036192154,151.205881342228,Entire home/apt,2,14,2.84,52,249
Sydney,-33.8911312351919,151.210813754837,Private room,1,22,3.75,173,120
North Sydney,-33.8466555279928,151.211764286801,Entire home/apt,3,16,2.67,143,161
Waverley,-33.8848123714426,151.27561014023,Private room,14,1,0.18,0,55
Canterbury,-33.9194706202898,151.102934143482,Private room,1,13,2.23,0,71
Sydney,-33.9161118440112,151.201235481275,Entire home/apt,3,3,0.56,3,90
Manly,-33.800241733138,151.288374045876,Private room,1,1,0.17,0,65
Waverley,-33.9019713445644,151.257270402709,Private room,1,9,1.55,149,71
Warringah,-33.7786588810545,151.287544317703,Entire home/apt,2,16,3.4,149,120
Sydney,-33.8761122485657,151.222937200804,Entire home/apt,2,3,0.5,19,220
Waverley,-33.906127335844,151.267923727335,Private room,1,6,1.31,58,100
Sydney,-33.8779448818736,151.197341385173,Entire home/apt,5,11,1.93,41,399
Woollahra,-33.886217839461,151.263327689674,Private room,1,2,0.38,0,60
Botany Bay,-33.9237396734504,151.19137321995,Entire home/apt,1,27,4.79,167,190
Leichhardt,-33.8678216342615,151.172612866491,Entire home/apt,3,4,0.74,83,233
Sydney,-33.8976117665941,151.184130775348,Entire home/apt,2,16,3.14,127,203
Sydney,-33.8704710232409,151.195122584802,Entire home/apt,2,11,2.14,329,230
Randwick,-33.9209795178598,151.255813547127,Entire home/apt,2,18,3.09,160,309
Sydney,-33.8852284701942,151.219030288816,Private room,7,1,0.19,339,65
Waverley,-33.8963969706166,151.269587293766,Private room,1,1,0.16,309,43
Leichhardt,-33.856672429981,151.175122117856,Private room,3,0,,44,55
Marrickville,-33.9041182751601,151.176252838114,Private room,1,22,3.88,41,46
Warringah,-33.7598396567091,151.291161855166,Entire home/apt,3,6,2.65,60,500
Pittwater,-33.627771726655,151.285411467981,Private room,1,1,0.26,64,89
Willoughby,-33.8000543335302,151.176390022421,Private room,183,0,,358,57
Warringah,-33.7252020959066,151.298327627919,Entire home/apt,2,6,1,189,65
Pittwater,-33.6264762013454,151.284485957759,Private room,1,0,,69,89
Auburn,-33.8234985932277,151.077808944572,Private room,1,14,2.36,226,55
Parramatta,-33.8181117403412,151.004287115923,Entire home/apt,2,21,3.84,0,84
Ryde,-33.81705736996,151.090904417519,Private room,1,0,,149,82
Waverley,-33.8921603733451,151.253286884529,Private room,1,2,0.35,0,55
Botany Bay,-33.9303204281635,151.202492139154,Private room,7,1,0.27,66,71
Ryde,-33.7829562044663,151.102332472614,Private room,1,0,,180,199
Sydney,-33.8952590886955,151.214677342305,Private room,1,13,2.35,229,80
Sydney,-33.8962064554632,151.205895426745,Shared room,8,0,,80,46
Burwood,-33.8780095158328,151.102641637283,Entire home/apt,3,2,0.4,9,220
Waverley,-33.899816101052,151.263773235405,Private room,3,0,,0,40
Waverley,-33.8933146082342,151.248348345148,Private room,3,1,1,78,109
Waverley,-33.8894996045727,151.276245712252,Entire home/apt,2,2,0.39,9,120
Manly,-33.7934601984508,151.255091593756,Entire home/apt,3,1,0.18,36,251
Canterbury,-33.9138860508182,151.080386552051,Private room,1,2,0.5,362,80
Sydney,-33.8850604218458,151.201659101745,Private room,1,15,2.78,171,115
Sydney,-33.9039774787643,151.209565561089,Entire home/apt,14,0,,0,75
Woollahra,-33.8636798657287,151.277811903932,Entire home/apt,15,0,,0,150
Waverley,-33.8866563551563,151.277650621694,Entire home/apt,3,16,3.29,35,280
Lane Cove,-33.8258204192722,151.150792347642,Entire home/apt,2,10,1.99,218,150
Randwick,-33.9108208398863,151.253265616133,Entire home/apt,3,1,0.2,10,125
Sydney,-33.9149145972253,151.202109837898,Private room,3,1,0.21,86,120
Waverley,-33.8885144697613,151.26633405427,Entire home/apt,3,0,,0,130
Mosman,-33.8398303535949,151.23441054421,Entire home/apt,5,1,0.41,144,180
Willoughby,-33.7990403603935,151.180092436189,Entire home/apt,3,0,,57,190
Sydney,-33.8807067003466,151.209821278941,Entire home/apt,2,12,2.07,162,109
Sydney,-33.8978596556648,151.184460874417,Private room,1,9,1.71,5,71
Sydney,-33.8930826613139,151.215322019786,Entire home/apt,4,1,0.2,297,320
Pittwater,-33.6944222959432,151.297357893781,Entire home/apt,4,1,0.29,0,101
Sydney,-33.8846810840672,151.199776879479,Entire home/apt,10,2,0.34,0,123
Woollahra,-33.8722478068237,151.255192290661,Entire home/apt,3,0,,319,80
Sydney,-33.8792548351267,151.217883976566,Private room,2,0,,250,75
Canada Bay,-33.8247024823746,151.086531418947,Private room,1,12,2.43,54,69
Randwick,-33.918784809037,151.257123414838,Private room,1,20,4.2,128,89
North Sydney,-33.8480772233056,151.205906638307,Entire home/apt,3,6,1.1,164,130
Sydney,-33.8771912759124,151.199175829728,Entire home/apt,1,9,1.6,73,209
Canada Bay,-33.8681063188083,151.135994010659,Private room,5,0,,358,71
Sydney,-33.8815820870031,151.211181517833,Entire home/apt,1,29,5.58,195,199
Waverley,-33.8885574802211,151.268976216297,Entire home/apt,4,2,0.36,21,300
Blacktown,-33.7220049048169,150.909768740905,Private room,1,24,4.16,126,42
Marrickville,-33.8886126690672,151.169107775123,Private room,2,3,0.56,308,35
Woollahra,-33.8697852885315,151.270457001535,Entire home/apt,7,2,0.48,204,615
Randwick,-33.9052939113309,151.215644230611,Private room,1,1,0.17,128,54
Warringah,-33.790313283991,151.251282656443,Entire home/apt,2,5,1.28,0,350
Waverley,-33.8971886939299,151.262629898505,Entire home/apt,2,1,,33,100
Botany Bay,-33.9299499288675,151.195997259069,Private room,1,2,1.71,87,60
Botany Bay,-33.9289918043064,151.197382767195,Private room,1,4,0.79,82,60
Randwick,-33.9800545541836,151.237635009584,Private room,2,2,0.33,19,79
Penrith,-33.7583742290955,150.745920401944,Private room,1,11,2.09,52,65
Marrickville,-33.9162164235094,151.169104555121,Private room,1,0,,139,100
Hornsby,-33.7689257065109,151.083224839786,Entire home/apt,3,13,2.19,161,161
Waverley,-33.887021165158,151.267122398225,Entire home/apt,5,0,,164,550
Ku-Ring-Gai,-33.7312240742115,151.158713105665,Entire home/apt,3,1,,0,116
Rockdale,-33.9362589955199,151.145475814498,Private room,1,14,3.13,288,71
Blacktown,-33.7203830510269,150.909671480984,Private room,1,35,6.48,139,42
Willoughby,-33.7969293811672,151.178782599299,Entire home/apt,1,4,1.4,361,109
Sydney,-33.8790760548105,151.210885135609,Private room,3,0,,156,199
Rockdale,-33.9339716412342,151.156972345193,Entire home/apt,3,22,4.18,102,168
Waverley,-33.8897313538473,151.277754176725,Private room,3,5,0.96,0,84
Willoughby,-33.8203872035515,151.195455360779,Private room,1,4,0.91,2,87
Sydney,-33.8844464534835,151.217199939051,Private room,2,1,0.17,174,100
Sydney,-33.8919309758059,151.179772523298,Private room,3,2,0.44,15,60
Sydney,-33.9063358925599,151.211787253059,Entire home/apt,1,15,2.54,54,280
Canada Bay,-33.8506006972379,151.137740869903,Entire home/apt,1,19,3.22,50,130
Sydney,-33.8881789068336,151.195646288051,Private room,2,1,0.43,309,150
Sydney,-33.8823018504974,151.216499278814,Private room,2,0,,175,89
Sydney,-33.887787796185,151.195392544298,Private room,2,0,,309,100
Bankstown,-33.9309195195013,151.021068663162,Private room,1,2,0.34,175,60
Sydney,-33.8866506795765,151.200022797641,Shared room,1,1,0.16,89,35
Hornsby,-33.6907829688531,151.099230420438,Private room,7,0,,90,33
Randwick,-33.9060228379279,151.24071254615,Private room,1,2,2,28,199
Sydney,-33.8779026821744,151.223277192997,Entire home/apt,4,3,0.5,270,946
Sydney,-33.8776595004974,151.178190274137,Entire home/apt,3,11,1.96,29,169
Hurstville,-33.9646303494811,151.088920861488,Entire home/apt,2,4,0.86,49,129
Sydney,-33.8848240850618,151.201468923867,Entire home/apt,1,38,6.44,101,174
Sydney,-33.9112914524124,151.204412333029,Entire home/apt,2,0,,60,169
Sydney,-33.8701623526857,151.20339799998,Entire home/apt,1,15,2.88,39,130
Canada Bay,-33.8671222941356,151.092335216978,Entire home/apt,2,9,1.56,317,150
Randwick,-33.9042914823085,151.22425544205,Private room,1,1,0.16,87,46
Sydney,-33.8989414479719,151.209663207656,Entire home/apt,3,2,0.88,0,140
Sydney,-33.859806241221,151.202576839204,Private room,1,34,5.6,36,80
Sydney,-33.8854517949553,151.217510095039,Private room,6,5,0.86,0,40
Botany Bay,-33.9220696774173,151.184588007614,Entire home/apt,1,15,2.51,137,257
Woollahra,-33.8770494198091,151.244657896086,Private room,2,2,0.37,57,55
Sydney,-33.8789317368081,151.209684797639,Entire home/apt,1,20,3.61,191,174
Randwick,-33.9084265888097,151.222251772293,Shared room,1,1,1,6,25
Sydney,-33.8853026852782,151.210709628071,Private room,7,2,0.35,150,80
Leichhardt,-33.8890818611725,151.149100718114,Entire home/apt,3,3,0.69,0,161
Bankstown,-33.9308253692698,151.021992559204,Private room,1,2,0.43,167,60
Randwick,-33.9171261266975,151.25543522454,Entire home/apt,3,5,2.21,314,251
Waverley,-33.8903987882052,151.283947982232,Private room,1,0,,0,150
Willoughby,-33.7950898660469,151.183073039203,Shared room,1,0,,365,612
Waverley,-33.8933092683736,151.264172004579,Entire home/apt,10,1,0.21,14,251
The Hills Shire,-33.4979960803324,150.871434226745,Entire home/apt,3,3,1.22,329,419
Sydney,-33.8799016002779,151.201829558536,Entire home/apt,3,19,3.75,91,329
Sydney,-33.8773022911034,151.197210599908,Entire home/apt,2,25,4.66,31,419
Sydney,-33.8850918805763,151.199898085345,Entire home/apt,3,20,3.49,214,186
Waverley,-33.8880845209193,151.27083481948,Entire home/apt,2,3,0.59,0,251
Auburn,-33.8264658831868,151.078461411691,Entire home/apt,2,0,,67,180
Sydney,-33.899685266262,151.200707270032,Entire home/apt,1,22,7.25,149,136
Sydney,-33.9019545666812,151.205119070755,Private room,4,3,0.59,37,54
Sydney,-33.887109310378,151.210323279012,Entire home/apt,7,10,2.75,15,150
Sydney,-33.9145351393731,151.208933203683,Private room,1,7,1.19,0,42
Sydney,-33.8737553717264,151.197026804476,Entire home/apt,2,12,2.31,287,155
Rockdale,-33.9297481063442,151.140417300275,Private room,1,4,0.69,136,75
Sydney,-33.8789914705129,151.179009054553,Entire home/apt,2,20,3.45,167,251
Randwick,-33.9642103611957,151.237527605126,Entire home/apt,14,0,,45,150
Rockdale,-33.9305623030036,151.155237559428,Entire home/apt,1,1,0.2,334,188
Sydney,-33.9022313096851,151.179267494949,Entire home/apt,2,2,0.92,0,174
Lane Cove,-33.8277827254745,151.192628587587,Private room,1,39,7.05,26,96
Manly,-33.7970087119182,151.270085279057,Entire home/apt,6,0,,0,161
Sydney,-33.868222395157,151.203813121842,Entire home/apt,1,40,7.02,18,145
Sydney,-33.8711127617878,151.224931568025,Private room,1,15,2.56,17,69
Sydney,-33.8916956068098,151.230871605137,Entire home/apt,3,2,1.28,8,350
Warringah,-33.7794657513829,151.275116576288,Entire home/apt,2,0,,140,174
North Sydney,-33.8439423710247,151.223792520543,Private room,1,17,3.21,13,66
Sydney,-33.8954552629302,151.203786987456,Entire home/apt,6,4,0.74,13,125
Waverley,-33.8985933211541,151.251240965435,Entire home/apt,14,0,,85,161
Sydney,-33.8755398454806,151.195445822504,Entire home/apt,2,39,6.61,163,161
Hurstville,-33.9495952391728,151.049193884947,Entire home/apt,2,11,2.73,84,239
Waverley,-33.8909034671245,151.27245956097,Entire home/apt,1,16,3.18,253,154
Parramatta,-33.7836095361737,151.077747899355,Private room,1,0,,3,30
Waverley,-33.8942048448307,151.249228598478,Entire home/apt,2,0,,78,350
Randwick,-33.9208507490482,151.219437877351,Entire home/apt,1,9,1.53,139,100
Manly,-33.7973243992488,151.275437585338,Entire home/apt,2,5,2.24,138,300
Sydney,-33.8730591013794,151.215806185478,Private room,5,2,1.18,174,80
The Hills Shire,-33.7441225009441,151.009299048423,Entire home/apt,3,4,0.78,344,300
Sydney,-33.8927929188625,151.190339463518,Private room,4,0,,79,58
Botany Bay,-33.9252039065774,151.191640382549,Private room,24,0,,178,65
Sydney,-33.8817009699067,151.198892619741,Private room,2,11,2.19,10,96
Waverley,-33.8830934734206,151.269297281187,Private room,2,0,,0,50
Ku-Ring-Gai,-33.7301321566688,151.138146780657,Private room,2,0,,0,75
Warringah,-33.7215018748184,151.235433446848,Entire home/apt,2,3,0.58,66,105
Sutherland Shire,-34.0423939672145,151.088758082831,Entire home/apt,5,22,4.23,154,300
Sydney,-33.8906965939657,151.201723171662,Entire home/apt,1,3,0.54,177,180
Sutherland Shire,-34.0413749929847,151.158278884636,Entire home/apt,2,6,1.25,54,270
Lane Cove,-33.8182760531884,151.165707015504,Entire home/apt,3,0,,25,450
Randwick,-33.9285235218877,151.248618485419,Entire home/apt,7,0,,6,119
Sydney,-33.8824364327407,151.211489099463,Private room,2,1,0.2,0,65
Rockdale,-33.9372463628881,151.143642591715,Private room,5,2,0.34,0,42
Randwick,-33.9263789620706,151.254045364822,Entire home/apt,3,4,1.02,6,300
Waverley,-33.8905974241243,151.284098586946,Entire home/apt,1,29,5.34,12,186
Hurstville,-33.9628211680604,151.095726875931,Entire home/apt,2,1,1,75,105
Sydney,-33.8913823552953,151.202855646563,Entire home/apt,8,11,2.2,0,165
Sydney,-33.8746099302192,151.214154702764,Entire home/apt,8,2,0.58,37,130
Ryde,-33.779150435924,151.120247317334,Private room,1,1,0.18,143,50
Waverley,-33.8963054864795,151.273638002822,Entire home/apt,1,14,2.58,13,165
Manly,-33.7966637959461,151.26453669506,Entire home/apt,4,0,,99,220
Canterbury,-33.9054100142168,151.107281929626,Private room,1,4,0.75,362,120
Hurstville,-33.973075405529,151.078370182803,Entire home/apt,1,4,3.08,8,150
Auburn,-33.8485544786417,151.074324213586,Entire home/apt,2,7,1.2,0,138
North Sydney,-33.843598592356,151.211545865176,Entire home/apt,4,0,,225,100
Waverley,-33.8897236841141,151.278379184512,Entire home/apt,1,21,3.68,287,100
Burwood,-33.8729036410063,151.113915127011,Private room,1,10,1.76,0,65
Liverpool,-33.9153689576113,150.927027370554,Private room,1,17,3.17,161,30
Woollahra,-33.8809848249326,151.259936060883,Entire home/apt,3,0,,354,3120
Warringah,-33.753542245074,151.291330577709,Private room,7,0,,340,39
Randwick,-33.9372672750151,151.238727101223,Private room,7,1,0.17,0,76
Sydney,-33.9043031401752,151.21010084418,Entire home/apt,3,18,3.23,1,100
Rockdale,-33.9307908812345,151.139857659116,Private room,21,0,,28,68
Botany Bay,-33.9230211962895,151.184888873088,Private room,1,1,0.19,0,60
Bankstown,-33.9330285911093,151.021022956793,Private room,1,1,0.19,166,61
Waverley,-33.8886102741076,151.276590061159,Entire home/apt,1,0,,31,150
Rockdale,-33.9988193699325,151.13195184204,Entire home/apt,2,0,,365,490
Sydney,-33.894808107849,151.204819400316,Private room,2,0,,0,96
Manly,-33.7940416332903,151.271828078521,Entire home/apt,2,6,2.65,278,199
Ashfield,-33.8801805135186,151.12988835745,Entire home/apt,3,3,0.62,210,137
Mosman,-33.8361825582334,151.234520172895,Entire home/apt,2,18,4.03,19,96
Warringah,-33.7561865675666,151.251916598575,Private room,5,0,,89,100
Strathfield,-33.8600218808726,151.06217459131,Entire home/apt,2,5,1.81,143,199
Botany Bay,-33.924254876793,151.20997123688,Entire home/apt,7,0,,0,100
Canterbury,-33.9033594601328,151.099996140068,Private room,3,0,,0,50
Hornsby,-33.6982993723944,151.116831588524,Private room,7,1,0.23,91,60
Hornsby,-33.7687813649386,151.082052255112,Entire home/apt,1,15,3.31,69,138
Randwick,-33.931198149101,151.23671733374,Private room,2,0,,0,50
Sydney,-33.8761192795677,151.226429847968,Entire home/apt,1,1,0.28,330,150
Randwick,-33.9069854401861,151.248022664656,Entire home/apt,5,0,,0,136
Waverley,-33.8904309464283,151.27271524581,Entire home/apt,2,11,2.19,127,115
Warringah,-33.7873180133354,151.246471233606,Entire home/apt,3,2,0.39,10,300
Auburn,-33.8481301222027,151.075199738548,Entire home/apt,1,19,3.56,184,161
Waverley,-33.897250376925,151.27348807896,Entire home/apt,2,1,0.41,330,190
Burwood,-33.8742451382044,151.105610296748,Shared room,1,2,0.42,0,28
Sydney,-33.9004653384453,151.212734401603,Private room,1,17,2.9,0,75
